date,silver_spot
2014-12-15,16.2755922641
2014-12-16,15.709450626
2014-12-17,15.7781198347
2014-12-18,15.873764825
2014-12-19,16.0346620807
2014-12-20,16.0369941381
2014-12-21,16.0377785912
2014-12-22,15.6546160422
2014-12-23,15.7298394358
2014-12-24,15.7063687901
2014-12-25,15.7142077967
2014-12-26,16.063638404
2014-12-27,16.0905926109
2014-12-28,16.0898780588
2014-12-29,15.7687076663
2014-12-30,16.2533859522
2014-12-31,15.6480580322
2015-01-01,15.6812902024
2015-01-02,15.7113337095
2015-01-03,15.7401502665
2015-01-04,15.759182048
2015-01-05,16.1716847593
2015-01-06,16.5577825134
2015-01-07,16.5066310591
2015-01-08,16.3403651453
2015-01-09,16.4601228661
2015-01-10,16.4452248617
2015-01-11,16.4471641841
2015-01-12,16.5515681874
2015-01-13,17.061561298
2015-01-14,16.8717942717
2015-01-15,16.9645350472
2015-01-16,17.7556685987
2015-01-17,17.7635132819
2015-01-18,17.7525817358
2015-01-19,17.6972854064
2015-01-20,17.9588360049
2015-01-21,18.1389002751
2015-01-22,18.3250102987
2015-01-23,18.277290935
2015-01-24,18.2911594071
2015-01-25,18.2925780791
2015-01-26,17.917985188
2015-01-27,18.0527067905
2015-01-28,18.000442839
2015-01-29,17.6697046448
2015-01-30,17.2205613053
2015-01-31,17.2206684874
2015-02-01,17.2196750974
2015-02-02,17.2167114354
2015-02-03,17.2998009
2015-02-04,17.3675710198
2015-02-05,17.2307472963
2015-02-06,16.6979700324
2015-02-07,16.7019579037
2015-02-08,16.7056911612
2015-02-09,17.0146362947
2015-02-10,16.8958801536
2015-02-11,16.775371904
2015-02-12,16.8209302872
2015-02-13,17.3101124003
2015-02-14,17.3201861574
2015-02-15,17.3151493098
2015-02-16,17.2555283593
2015-02-17,16.4539965828
2015-02-18,16.4092563353
2015-02-19,16.3690067928
2015-02-20,16.2450353905
2015-02-21,16.2525635372
2015-02-22,16.2527708943
2015-02-23,16.2909251481
2015-02-24,16.2337790046
2015-02-25,16.5131829861
2015-02-26,16.5609518865
2015-02-27,16.5710238855
2015-02-28,16.5565737297
2015-03-01,16.5642416782
2015-03-02,16.3866095401
2015-03-03,16.2578649541
2015-03-04,16.186776185
2015-03-05,16.1681907364
2015-03-06,15.8487143102
2015-03-07,15.8430774861
2015-03-08,15.8358406088
2015-03-09,15.7447981053
2015-03-10,15.6250659964
2015-03-11,15.444555066
2015-03-12,15.5558255297
2015-03-13,15.5874977346
2015-03-14,15.5663331658
2015-03-15,15.5480057895
2015-03-16,15.6211533692
2015-03-17,15.5499566737
2015-03-18,15.7827135525
2015-03-19,16.1176458135
2015-03-20,16.7829169797
2015-03-21,16.8095012007
2015-03-22,16.8494580119
2015-03-23,16.9316120766
2015-03-24,16.9376582684
2015-03-25,16.9617084785
2015-03-26,17.0938185775
2015-03-27,16.986467094
2015-03-28,17.0047595472
2015-03-29,17.0116733252
2015-03-30,16.683119967
2015-03-31,16.6206706485
2015-04-01,16.9645767794
2015-04-02,16.7186482368
2015-04-03,16.9141975459
2015-04-04,16.8716202981
2015-04-05,16.8522847527
2015-04-06,17.0126183408
2015-04-07,16.8249653097
2015-04-08,16.4724063381
2015-04-09,16.1593139061
2015-04-10,16.4215995937
2015-04-11,16.4174026109
2015-04-12,16.4254722939
2015-04-13,16.295834273
2015-04-14,16.1521796836
2015-04-15,16.3001129677
2015-04-16,16.2758225419
2015-04-17,16.2378106494
2015-04-18,16.2467306501
2015-04-19,16.2702144195
2015-04-20,15.9250096171
2015-04-21,16.0028546721
2015-04-22,15.7911366654
2015-04-23,15.8623174302
2015-04-24,15.6840994045
2015-04-25,15.6811507707
2015-04-26,15.6865624044
2015-04-27,16.3868399875
2015-04-28,16.5983078758
2015-04-29,16.6141644793
2015-04-30,16.1293358144
2015-05-01,16.1354544596
2015-05-02,16.1331826494
2015-05-03,16.1427848693
2015-05-04,16.4274426994
2015-05-05,16.5531828496
2015-05-06,16.5114970655
2015-05-07,16.3032838171
2015-05-08,16.446456592
2015-05-09,16.4546972566
2015-05-10,16.4522310295
2015-05-11,16.2987598136
2015-05-12,16.5315432759
2015-05-13,17.1633024443
2015-05-14,17.4609206306
2015-05-15,17.5171222571
2015-05-16,17.5256959563
2015-05-17,17.5715548858
2015-05-18,17.7039671175
2015-05-19,17.0720844743
2015-05-20,17.1008165572
2015-05-21,17.13587783
2015-05-22,17.0831594472
2015-05-23,17.0697707248
2015-05-24,17.0575052853
2015-05-25,17.0890427752
2015-05-26,16.7307375328
2015-05-27,16.6642853033
2015-05-28,16.6781215341
2015-05-29,16.709353206
2015-05-30,16.7165390679
2015-05-31,16.7450348251
2015-06-01,16.7069006405
2015-06-02,16.7774648078
2015-06-03,16.4941935147
2015-06-04,16.0935139919
2015-06-05,16.0444966842
2015-06-06,16.0367562453
2015-06-07,16.0213404254
2015-06-08,15.947634233
2015-06-09,15.9502134533
2015-06-10,15.9824568816
2015-06-11,16.0062290425
2015-06-12,15.9046931113
2015-06-13,15.8970506997
2015-06-14,15.9185606437
2015-06-15,16.0844192695
2015-06-16,16.0038441747
2015-06-17,16.0395813032
2015-06-18,16.1743649927
2015-06-19,16.0949599566
2015-06-20,16.1074690334
2015-06-21,16.1290322581
2015-06-22,16.1393318206
2015-06-23,15.7830544128
2015-06-24,15.8936912068
2015-06-25,15.8426036791
2015-06-26,15.7658020254
2015-06-27,15.7687046403
2015-06-28,15.8625038169
2015-06-29,15.7312215098
2015-06-30,15.6774294455
2015-07-01,15.5576241174
2015-07-02,15.6382874154
2015-07-03,15.6341028491
2015-07-04,15.6162158786
2015-07-05,15.6443109463
2015-07-06,15.7305016195
2015-07-07,15.0301081848
2015-07-08,15.1412792436
2015-07-09,15.3838415602
2015-07-10,15.5485785866
2015-07-11,15.5279503106
2015-07-12,15.5255395125
2015-07-13,15.4806646499
2015-07-14,15.3381644819
2015-07-15,15.0790858582
2015-07-16,14.9874280058
2015-07-17,14.8551069258
2015-07-18,14.852661597
2015-07-19,14.8603866673
2015-07-20,14.7044850185
2015-07-21,14.813323728
2015-07-22,14.7680675983
2015-07-23,14.6602211062
2015-07-24,14.6005642653
2015-07-25,14.5809259617
2015-07-26,14.5788002376
2015-07-27,14.5696637869
2015-07-28,14.6703337012
2015-07-29,14.7632130328
2015-07-30,14.6973171552
2015-07-31,14.7666640383
2015-08-01,14.7649966225
2015-08-02,14.7671769957
2015-08-03,14.5032440592
2015-08-04,14.5732510788
2015-08-05,14.5695556859
2015-08-06,14.6415289111
2015-08-07,14.8262616855
2015-08-08,14.8218963875
2015-08-09,14.8109200914
2015-08-10,15.2606737029
2015-08-11,15.2992574189
2015-08-12,15.5048275347
2015-08-13,15.4080135958
2015-08-14,15.2242656485
2015-08-15,15.2339167923
2015-08-16,15.2455292485
2015-08-17,15.3140696374
2015-08-18,14.8513196512
2015-08-19,15.2604793149
2015-08-20,15.5461211132
2015-08-21,15.3088579604
2015-08-22,15.3132907879
2015-08-23,15.3544380084
2015-08-24,14.7935925007
2015-08-25,14.6721135199
2015-08-26,14.1195259735
2015-08-27,14.4777671422
2015-08-28,14.5765798046
2015-08-29,14.5698789607
2015-08-30,14.5550344045
2015-08-31,14.6081615799
2015-09-01,14.5995219854
2015-09-02,14.687507785
2015-09-03,14.7280605711
2015-09-04,14.5615743091
2015-09-05,14.5573651169
2015-09-06,14.5966756071
2015-09-07,14.5344596346
2015-09-08,14.7878356223
2015-09-09,14.5999419054
2015-09-10,14.672773252
2015-09-11,14.5716114055
2015-09-12,14.5524926601
2015-09-13,14.5345140204
2015-09-14,14.3982777861
2015-09-15,14.3781312121
2015-09-16,14.8955326229
2015-09-17,15.0779858959
2015-09-18,15.1651054844
2015-09-19,15.1676595164
2015-09-20,15.1619102491
2015-09-21,15.1950235162
2015-09-22,14.7578035897
2015-09-23,14.7841384571
2015-09-24,15.1146014674
2015-09-25,15.0979481388
2015-09-26,15.1069382391
2015-09-27,15.1046563879
2015-09-28,14.5633317019
2015-09-29,14.6073706976
2015-09-30,14.5199706703
2015-10-01,14.5008942135
2015-10-02,15.2523658047
2015-10-03,15.2585562354
2015-10-04,15.2935598819
2015-10-05,15.6512893534
2015-10-06,15.9198512098
2015-10-07,16.0775362915
2015-10-08,15.711827453
2015-10-09,15.8272403821
2015-10-10,15.8308630591
2015-10-11,15.8058410486
2015-10-12,15.8367233687
2015-10-13,15.8941945044
2015-10-14,16.1265404948
2015-10-15,16.1280737019
2015-10-16,16.0678586676
2015-10-17,16.0818243222
2015-10-18,16.0560033396
2015-10-19,15.8297457941
2015-10-20,15.9002909974
2015-10-21,15.6940283688
2015-10-22,15.8302484972
2015-10-23,15.8168919133
2015-10-24,15.8253514217
2015-10-25,15.821595687
2015-10-26,15.8650670601
2015-10-27,15.8603181249
2015-10-28,16.0565558696
2015-10-29,15.5745973433
2015-10-30,15.5467408088
2015-10-31,15.5601457986
2015-11-01,15.5540951988
2015-11-02,15.4053725077
2015-11-03,15.2688940231
2015-11-04,15.0695185748
2015-11-05,14.978661415
2015-11-06,14.7366079933
2015-11-07,14.7399142137
2015-11-08,14.7279743144
2015-11-09,14.5065039022
2015-11-10,14.40273634
2015-11-11,14.2955846178
2015-11-12,14.2672969179
2015-11-13,14.2340163991
2015-11-14,14.2310264839
2015-11-15,14.2330519933
2015-11-16,14.2299472549
2015-11-17,14.1901764377
2015-11-18,14.148598853
2015-11-19,14.2518106622
2015-11-20,14.1520361601
2015-11-21,14.1430713094
2015-11-22,14.1430713094
2015-11-23,14.0972659162
2015-11-24,14.1890909539
2015-11-25,14.1707705708
2015-11-26,14.2343730308
2015-11-27,14.0560152134
2015-11-28,14.054023667
2015-11-29,14.0421827169
2015-11-30,14.0771370274
2015-12-01,14.1478124349
2015-12-02,13.9998544622
2015-12-03,14.0880558374
2015-12-04,14.5366271111
2015-12-05,14.5304485549
2015-12-06,14.527282236
2015-12-07,14.2592675512
2015-12-08,14.1380101664
2015-12-09,14.1567291012
2015-12-10,14.111033255
2015-12-11,13.8955648009
2015-12-12,13.8883584308
2015-12-13,13.8960781793
2015-12-14,13.6879176093
2015-12-15,13.7578534413
2015-12-16,14.1874013768
2015-12-17,13.7044998725
2015-12-18,14.0834024935
2015-12-19,14.0901133197
2015-12-20,14.0891207332
2015-12-21,14.2743643139
2015-12-22,14.2700291947
2015-12-23,14.2967411882
2015-12-24,14.3590362688
2015-12-25,14.3582571941
2015-12-26,14.3674032355
2015-12-27,14.3766982475
2015-12-28,13.9113608594
2015-12-29,13.9424584081
2015-12-30,13.8561683076
2015-12-31,13.8496431104
2016-01-01,13.8362460613
2016-01-02,13.7944828966
2016-01-03,13.8106763433
2016-01-04,13.8467290564
2016-01-05,13.9662699241
2016-01-06,13.9900530723
2016-01-07,14.3143723456
2016-01-08,13.9257011593
2016-01-09,13.9235527337
2016-01-10,13.9322821426
2016-01-11,13.8569844988
2016-01-12,13.7730728934
2016-01-13,14.1417692739
2016-01-14,13.7878685021
2016-01-15,13.9095329555
2016-01-16,13.9038065146
2016-01-17,13.9028400026
2016-01-18,13.9189816645
2016-01-19,14.0549123696
2016-01-20,14.1501102827
2016-01-21,14.0817465351
2016-01-22,14.0234367897
2016-01-23,14.0301648544
2016-01-24,14.0390284992
2016-01-25,14.237229674
2016-01-26,14.5156829858
2016-01-27,14.4639435732
2016-01-28,14.2303130432
2016-01-29,14.2497069562
2016-01-30,14.2450649753
2016-01-31,14.246079657
2016-02-01,14.3340471751
2016-02-02,14.2893202094
2016-02-03,14.6946891051
2016-02-04,14.8573743409
2016-02-05,14.9148164717
2016-02-06,14.887376993
2016-02-07,14.8907022455
2016-02-08,15.3464627863
2016-02-09,15.2943192528
2016-02-10,15.2741587104
2016-02-11,15.7606150421
2016-02-12,15.7592903695
2016-02-13,15.7689532963
2016-02-14,15.7577715359
2016-02-15,15.4815683331
2016-02-16,15.2580560699
2016-02-17,15.3143828633
2016-02-18,15.411594524
2016-02-19,15.3475002429
2016-02-20,15.3562653563
2016-02-21,15.3609831029
2016-02-22,15.1799140018
2016-02-23,15.2710439513
2016-02-24,15.2552523962
2016-02-25,15.1521504589
2016-02-26,14.6894725553
2016-02-27,14.6942134188
2016-02-28,14.6974529314
2016-02-29,14.898962605
2016-03-01,14.7982024548
2016-03-02,14.9631355894
2016-03-03,15.1733624823
2016-03-04,15.5650680663
2016-03-05,15.60287561
2016-03-06,15.5980081344
2016-03-07,15.6355645504
2016-03-08,15.3468160654
2016-03-09,15.3137792287
2016-03-10,15.5791496134
2016-03-11,15.52203722
2016-03-12,15.5491976614
2016-03-13,15.5455718439
2016-03-14,15.3968024325
2016-03-15,15.2625167283
2016-03-16,15.469520119
2016-03-17,15.9424971396
2016-03-18,15.7953881304
2016-03-19,15.8030934555
2016-03-20,15.823097767
2016-03-21,15.8314171524
2016-03-22,15.8700180018
2016-03-23,15.2538994526
2016-03-24,15.1833415625
2016-03-25,15.171851512
2016-03-26,15.1828009231
2016-03-27,15.1758885483
2016-03-28,15.2128679138
2016-03-29,15.3122118482
2016-03-30,15.218783843
2016-03-31,15.4327997548
2016-04-01,15.0425739376
2016-04-02,15.0498715117
2016-04-03,15.0261266778
2016-04-04,14.9272300796
2016-04-05,15.1228480758
2016-04-06,15.0621537132
2016-04-07,15.1947804015
2016-04-08,15.3639685648
2016-04-09,15.3749764571
2016-04-10,15.4093295786
2016-04-11,15.9425996892
2016-04-12,16.1818243186
2016-04-13,16.2482942222
2016-04-14,16.1529426389
2016-04-15,16.2507983877
2016-04-16,16.2712746917
2016-04-17,16.2964652967
2016-04-18,16.2240668786
2016-04-19,16.9497935538
2016-04-20,17.0086592662
2016-04-21,17.0417798496
2016-04-22,16.9369593883
2016-04-23,16.9339406973
2016-04-24,16.945418806
2016-04-25,16.9906580957
2016-04-26,17.1365536223
2016-04-27,17.245764842
2016-04-28,17.5628536595
2016-04-29,17.8155496163
2016-04-30,17.813325258
2016-05-01,17.8085668111
2016-05-02,17.5870753462
2016-05-03,17.4401908935
2016-05-04,17.35102814
2016-05-05,17.3235940704
2016-05-06,17.4764045173
2016-05-07,17.4886323889
2016-05-08,17.4733531365
2016-05-09,17.0217083521
2016-05-10,17.0996806763
2016-05-11,17.3615849532
2016-05-12,17.0287366019
2016-05-13,17.1035921106
2016-05-14,17.1103962768
2016-05-15,17.107469121
2016-05-16,17.1470948362
2016-05-17,17.243714443
2016-05-18,16.9430336373
2016-05-19,16.4913896133
2016-05-20,16.5194871497
2016-05-21,16.5267402657
2016-05-22,16.4981109663
2016-05-23,16.3887235324
2016-05-24,16.2217265837
2016-05-25,16.2759873599
2016-05-26,16.3223384804
2016-05-27,16.2314578943
2016-05-28,16.2371929141
2016-05-29,16.2227052983
2016-05-30,16.083082404
2016-05-31,15.9876952737
2016-06-01,15.9412662749
2016-06-02,15.9860268623
2016-06-03,16.387125367
2016-06-04,16.3816934576
2016-06-05,16.3857198452
2016-06-06,16.4525347093
2016-06-07,16.3890528483
2016-06-08,17.008551896
2016-06-09,17.2729600021
2016-06-10,17.3203268521
2016-06-11,17.3229915074
2016-06-12,17.3380088164
2016-06-13,17.4278463304
2016-06-14,17.3911070637
2016-06-15,17.5128514536
2016-06-16,17.3199104544
2016-06-17,17.4720472754
2016-06-18,17.4700715836
2016-06-19,17.3941025295
2016-06-20,17.4891410405
2016-06-21,17.283281463
2016-06-22,17.264330418
2016-06-23,17.2962678504
2016-06-24,17.7399527069
2016-06-25,17.7655392952
2016-06-26,17.8241204911
2016-06-27,17.736475241
2016-06-28,17.7989592315
2016-06-29,18.30880904
2016-06-30,18.7365860229
2016-07-01,19.7519469731
2016-07-02,19.7594289525
2016-07-03,19.7465529923
2016-07-04,20.3631663267
2016-07-05,19.975968875
2016-07-06,20.1139689608
2016-07-07,19.6993193098
2016-07-08,20.2449682254
2016-07-09,20.236463071
2016-07-10,20.3973401868
2016-07-11,20.2793354676
2016-07-12,20.1431791591
2016-07-13,20.3920303914
2016-07-14,20.2975507622
2016-07-15,20.1917196516
2016-07-16,20.1895801577
2016-07-17,20.1655592414
2016-07-18,20.0229515841
2016-07-19,19.8935115152
2016-07-20,19.3352569892
2016-07-21,19.7581476046
2016-07-22,19.6509472882
2016-07-23,19.6740017903
2016-07-24,19.6467514097
2016-07-25,19.5475524908
2016-07-26,19.6328657376
2016-07-27,20.2019797947
2016-07-28,20.073382238
2016-07-29,20.2100730454
2016-07-30,20.1604774001
2016-07-31,20.1767483152
2016-08-01,20.4369964134
2016-08-02,20.6422208444
2016-08-03,20.3981843131
2016-08-04,20.3382019682
2016-08-05,19.7846506856
2016-08-06,19.8475706574
2016-08-07,19.8037448882
2016-08-08,19.749507844
2016-08-09,19.8762572578
2016-08-10,20.1411966832
2016-08-11,20.012058646
2016-08-12,19.7076434649
2016-08-13,19.7164770599
2016-08-14,19.78552491
2016-08-15,19.8083983622
2016-08-16,19.8572673617
2016-08-17,19.727295509
2016-08-18,19.7241198276
2016-08-19,19.3495579309
2016-08-20,19.3142849417
2016-08-21,19.0655860928
2016-08-22,18.8696173023
2016-08-23,18.8451626161
2016-08-24,18.555723726
2016-08-25,18.521238716
2016-08-26,18.6284179839
2016-08-27,18.6376406536
2016-08-28,18.5777902703
2016-08-29,18.8309239817
2016-08-30,18.6139068222
2016-08-31,18.6655824167
2016-09-01,18.8563692191
2016-09-02,19.3332756093
2016-09-03,19.2941523765
2016-09-04,19.2380112321
2016-09-05,19.4198220369
2016-09-06,20.0026152716
2016-09-07,19.7945709595
2016-09-08,19.5805709292
2016-09-09,18.9893002301
2016-09-10,18.9675255099
2016-09-11,19.0106984607
2016-09-12,19.0604195211
2016-09-13,18.8688106637
2016-09-14,18.9308726927
2016-09-15,18.922928072
2016-09-16,18.7576408006
2016-09-17,18.7514673023
2016-09-18,18.785549892
2016-09-19,19.1186013805
2016-09-20,19.1899843685
2016-09-21,19.8271625915
2016-09-22,19.8737518843
2016-09-23,19.6729960832
2016-09-24,19.6845143205
2016-09-25,19.7095074821
2016-09-26,19.4213528226
2016-09-27,19.078717429
2016-09-28,19.1418113857
2016-09-29,19.0407961766
2016-09-30,19.0941312606
2016-10-01,19.0687981261
2016-10-02,19.061775593
2016-10-03,18.7869335887
2016-10-04,17.869313796
2016-10-05,17.8080377082
2016-10-06,17.2750049715
2016-10-07,17.5304420601
2016-10-08,17.5401792887
2016-10-09,17.674224106
2016-10-10,17.643682686
2016-10-11,17.4918230568
2016-10-12,17.473262533
2016-10-13,17.472797449
2016-10-14,17.4034000327
2016-10-15,17.415123694
2016-10-16,17.4346818362
2016-10-17,17.457312569
2016-10-18,17.620689645
2016-10-19,17.6811384479
2016-10-20,17.5201692318
2016-10-21,17.517648066
2016-10-22,17.5390502569
2016-10-23,17.5278524148
2016-10-24,17.5688222744
2016-10-25,17.7649512589
2016-10-26,17.617013441
2016-10-27,17.6172997607
2016-10-28,17.7493273947
2016-10-29,17.7590069021
2016-10-30,17.8242189784
2016-10-31,17.949713267
2016-11-01,18.3810832906
2016-11-02,18.5032881509
2016-11-03,18.3762924986
2016-11-04,18.4333519935
2016-11-05,18.4551047281
2016-11-06,18.2355267815
2016-11-07,18.2603069067
2016-11-08,18.366424776
2016-11-09,18.4521305262
2016-11-10,18.5959735267
2016-11-11,17.3457580867
2016-11-12,17.368728022
2016-11-13,17.4842414532
2016-11-14,16.9225615419
2016-11-15,17.0721377693
2016-11-16,16.9869596457
2016-11-17,16.6878212057
2016-11-18,16.5676659995
2016-11-19,16.5605082884
2016-11-20,16.55952653
2016-11-21,16.6318730014
2016-11-22,16.6632714913
2016-11-23,16.3498404628
2016-11-24,16.3209791222
2016-11-25,16.5264597986
2016-11-26,16.5397215472
2016-11-27,16.5256682877
2016-11-28,16.6623630523
2016-11-29,16.6284032819
2016-11-30,16.4967264048
2016-12-01,16.5414916807
2016-12-02,16.722461203
2016-12-03,16.7337144771
2016-12-04,16.8324267949
2016-12-05,16.7428986543
2016-12-06,16.7198364246
2016-12-07,17.1312996668
2016-12-08,17.0084516994
2016-12-09,16.8552826353
2016-12-10,16.8629343597
2016-12-11,16.8906108304
2016-12-12,17.0784850981
2016-12-13,16.9077879333
2016-12-14,16.8333964041
2016-12-15,15.9819585761
2016-12-16,16.0801533704
2016-12-17,16.1009426055
2016-12-18,16.1134853437
2016-12-19,15.9864496602
2016-12-20,16.0615121887
2016-12-21,15.9456801649
2016-12-22,15.810812777
2016-12-23,15.745162527
2016-12-24,15.7477450607
2016-12-25,15.7399731256
2016-12-26,15.7647627047
2016-12-27,15.954186828
2016-12-28,16.0115358292
2016-12-29,16.1896385491
2016-12-30,15.9279487235
2016-12-31,15.9249248085
2017-01-01,15.9286866328
2017-01-02,15.9709953947
2017-01-03,16.2904739203
2017-01-04,16.4559446541
2017-01-05,16.5994334121
2017-01-06,16.4849374806
2017-01-07,16.4874073305
2017-01-08,16.5167482718
2017-01-09,16.5841470987
2017-01-10,16.7789498215
2017-01-11,16.7518075012
2017-01-12,16.7869421778
2017-01-13,16.8049817998
2017-01-14,16.8124827304
2017-01-15,16.8750182988
2017-01-16,16.8023116237
2017-01-17,17.1566463537
2017-01-18,17.0437979483
2017-01-19,16.9978655751
2017-01-20,17.0761574065
2017-01-21,17.0802390345
2017-01-22,17.1582446567
2017-01-23,17.2033051449
2017-01-24,17.0894541253
2017-01-25,16.9797832898
2017-01-26,16.7764601053
2017-01-27,17.1368293901
2017-01-28,17.1374891916
2017-01-29,17.1955649887
2017-01-30,17.1394788444
2017-01-31,17.5476395131
2017-02-01,17.5446719644
2017-02-02,17.4407869919
2017-02-03,17.4928175905
2017-02-04,17.509272692
2017-02-05,17.4930285908
2017-02-06,17.7258838223
2017-02-07,17.6858240698
2017-02-08,17.7658738918
2017-02-09,17.6468478499
2017-02-10,17.9495323345
2017-02-11,17.9512990233
2017-02-12,17.9255769481
2017-02-13,17.8240818702
2017-02-14,17.9518108536
2017-02-15,17.9788142025
2017-02-16,18.0837132698
2017-02-17,17.9849459463
2017-02-18,17.9924282464
2017-02-19,18.0214177341
2017-02-20,18.040341614
2017-02-21,17.9658447636
2017-02-22,18.0191978164
2017-02-23,18.1804321393
2017-02-24,18.4163088223
2017-02-25,18.4496432669
2017-02-26,18.3449279393
2017-02-27,18.2871307853
2017-02-28,18.3016297137
2017-03-01,18.398112495
2017-03-02,17.802585581
2017-03-03,17.9686891321
2017-03-04,17.9725361675
2017-03-05,17.9444715506
2017-03-06,17.7758088592
2017-03-07,17.4941835309
2017-03-08,17.2524541337
2017-03-09,16.9321803234
2017-03-10,17.0300277354
2017-03-11,17.0325427168
2017-03-12,17.0030319807
2017-03-13,16.9412047998
2017-03-14,16.8924214158
2017-03-15,17.3184875663
2017-03-16,17.3035706933
2017-03-17,17.3779234198
2017-03-18,17.4075357396
2017-03-19,17.4150387741
2017-03-20,17.4361051437
2017-03-21,17.5266756003
2017-03-22,17.5141943788
2017-03-23,17.5716009159
2017-03-24,17.7612103135
2017-03-25,17.766820782
2017-03-26,17.8439908799
2017-03-27,18.0595318261
2017-03-28,18.1465996206
2017-03-29,18.2144590505
2017-03-30,18.1095200921
2017-03-31,18.2450941541
2017-04-01,18.2576671704
2017-04-02,18.2226966603
2017-04-03,18.2595783067
2017-04-04,18.2837912977
2017-04-05,18.3154982869
2017-04-06,18.2351160867
2017-04-07,17.9883294627
2017-04-08,18.0025277349
2017-04-09,18.0037707097
2017-04-10,17.9481035037
2017-04-11,18.3452298462
2017-04-12,18.4997537236
2017-04-13,18.5233386967
2017-04-14,18.5316897059
2017-04-15,18.5375400944
2017-04-16,18.6200131066
2017-04-17,18.3813511923
2017-04-18,18.2850251336
2017-04-19,18.1580141793
2017-04-20,18.015605598
2017-04-21,17.9188089842
2017-04-22,17.9382767218
2017-04-23,17.856812825
2017-04-24,17.949969652
2017-04-25,17.6032632528
2017-04-26,17.4549650222
2017-04-27,17.2747912096
2017-04-28,17.2066222693
2017-04-29,17.2149454648
2017-04-30,17.2524908068
2017-05-01,16.8860718255
2017-05-02,16.8427624714
2017-05-03,16.4483943995
2017-05-04,16.3420498744
2017-05-05,16.3266529398
2017-05-06,16.3400121227
2017-05-07,16.4454222893
2017-05-08,16.2686391573
2017-05-09,16.181767538
2017-05-10,16.1734554665
2017-05-11,16.3251416021
2017-05-12,16.464615073
2017-05-13,16.4684252529
2017-05-14,16.4617587863
2017-05-15,16.6389096868
2017-05-16,16.8998448957
2017-05-17,16.8998250077
2017-05-18,16.6245979239
2017-05-19,16.8513119114
2017-05-20,16.8670116252
2017-05-21,17.0037382307
2017-05-22,17.1742256252
2017-05-23,17.0563564599
2017-05-24,17.1883379103
2017-05-25,17.1378670902
2017-05-26,17.3379820015
2017-05-27,17.3319792436
2017-05-28,17.37868178
2017-05-29,17.3889753449
2017-05-30,17.3593331214
2017-05-31,17.3269632096
2017-06-01,17.2343061285
2017-06-02,17.531572449
2017-06-03,17.5463961808
2017-06-04,17.5602400573
2017-06-05,17.5301271753
2017-06-06,17.6921231962
2017-06-07,17.5473879075
2017-06-08,17.4229050222
2017-06-09,17.1919151791
2017-06-10,17.2079173283
2017-06-11,17.1835791446
2017-06-12,16.9436343887
2017-06-13,16.852951608
2017-06-14,16.9371775978
2017-06-15,16.7433236908
2017-06-16,16.6574439137
2017-06-17,16.6964378066
2017-06-18,16.702220622
2017-06-19,16.4816642397
2017-06-20,16.496495107
2017-06-21,16.4834490981
2017-06-22,16.5810559966
2017-06-23,16.7126778353
2017-06-24,16.7240398791
2017-06-25,16.7142311901
2017-06-26,16.5715321184
2017-06-27,16.6854471011
2017-06-28,16.8059513864
2017-06-29,16.6295222758
2017-06-30,16.6048155575
2017-07-01,16.6222782578
2017-07-02,16.6309544638
2017-07-03,16.151403343
2017-07-04,16.1315635625
2017-07-05,16.0771888602
2017-07-06,15.8935050397
2017-07-07,15.6009816083
2017-07-08,15.6114936187
2017-07-09,15.6040089508
2017-07-10,15.6654849531
2017-07-11,15.8349220829
2017-07-12,15.9003516742
2017-07-13,15.6864770676
2017-07-14,15.9852411666
2017-07-15,16.0029202129
2017-07-16,16.0500105489
2017-07-17,16.0920039015
2017-07-18,16.2783024061
2017-07-19,16.2802764923
2017-07-20,16.3076151804
2017-07-21,16.5013103216
2017-07-22,16.5170101668
2017-07-23,16.5267443627
2017-07-24,16.4621461253
2017-07-25,16.4368222321
2017-07-26,16.6254685965
2017-07-27,16.5721467138
2017-07-28,16.7208804426
2017-07-29,16.7514878253
2017-07-30,16.7818094583
2017-07-31,16.7979932411
2017-08-01,16.6818416263
2017-08-02,16.5434673983
2017-08-03,16.6576100986
2017-08-04,16.2558546225
2017-08-05,16.2688128485
2017-08-06,16.239018871
2017-08-07,16.2594988506
2017-08-08,16.461414883
2017-08-09,16.9132022009
2017-08-10,17.1063340533
2017-08-11,17.092963154
2017-08-12,17.1085696141
2017-08-13,17.0935583438
2017-08-14,16.999142836
2017-08-15,16.645096504
2017-08-16,17.0918246951
2017-08-17,17.0305978545
2017-08-18,16.96944199
2017-08-19,16.9877218692
2017-08-20,16.9114772108
2017-08-21,17.0114728106
2017-08-22,16.9627930688
2017-08-23,17.0590608859
2017-08-24,16.9487947267
2017-08-25,17.0591109072
2017-08-26,17.0636700132
2017-08-27,17.0511894611
2017-08-28,17.465578997
2017-08-29,17.3594725025
2017-08-30,17.3867969533
2017-08-31,17.5630118911
2017-09-01,17.7128158559
2017-09-02,17.7272590289
2017-09-03,17.8560013485
2017-09-04,17.8536242856
2017-09-05,17.9231417064
2017-09-06,17.8431827355
2017-09-07,18.1086190856
2017-09-08,17.9591521182
2017-09-09,17.9767799327
2017-09-10,17.8562516389
2017-09-11,17.7915011897
2017-09-12,17.8787528204
2017-09-13,17.7446827025
2017-09-14,17.8102240748
2017-09-15,17.5851403663
2017-09-16,17.5877116769
