date,silver_spot
2017-09-17,17.5457804504
2017-09-18,17.2153383932
2017-09-19,17.3099745059
2017-09-20,17.1260037599
2017-09-21,16.9827486267
2017-09-22,16.981768123
2017-09-23,16.996691424
2017-09-24,16.921490208
2017-09-25,17.1440768399
2017-09-26,16.7994841902
2017-09-27,16.7686436347
2017-09-28,16.8446428133
2017-09-29,16.6341317419
2017-09-30,16.648735978
2017-10-01,16.6355443358
2017-10-02,16.5762494582
2017-10-03,16.6285998063
2017-10-04,16.5893413238
2017-10-05,16.607840691
2017-10-06,16.8068029655
2017-10-07,16.8207390293
2017-10-08,16.8161948701
2017-10-09,16.9591721349
2017-10-10,17.1325849557
2017-10-11,17.1862973976
2017-10-12,17.2245696915
2017-10-13,17.392421737
2017-10-14,17.4137104934
2017-10-15,17.4192645395
2017-10-16,17.2185061851
2017-10-17,17.0345779156
2017-10-18,16.9878161327
2017-10-19,17.2475542065
2017-10-20,17.026481546
2017-10-21,17.0432718446
2017-10-22,16.9790284379
2017-10-23,17.0819068345
2017-10-24,16.921499064
2017-10-25,16.9567681854
2017-10-26,16.7710997636
2017-10-27,16.839665121
2017-10-28,16.8540343713
2017-10-29,16.8335233558
2017-10-30,16.8565002197
2017-10-31,16.6974969774
2017-11-01,17.1253066439
2017-11-02,17.1285529359
2017-11-03,16.8356779642
2017-11-04,16.852064656
2017-11-05,16.8675564528
2017-11-06,17.1984344055
2017-11-07,16.9845101024
2017-11-08,17.0414316369
2017-11-09,17.0061133331
2017-11-10,16.8962005165
2017-11-11,16.8953009184
2017-11-12,16.9154334893
2017-11-13,17.0346579739
2017-11-14,17.0271389863
2017-11-15,16.9946500189
2017-11-16,17.0881867247
2017-11-17,17.3043025566
2017-11-18,17.3159198671
2017-11-19,17.2691722566
2017-11-20,16.9436008271
2017-11-21,16.9686226263
2017-11-22,17.1127935675
2017-11-23,17.0860843102
2017-11-24,17.0206445309
2017-11-25,17.0410398511
2017-11-26,17.0449974296
2017-11-27,17.0481884503
2017-11-28,16.8650923033
2017-11-29,16.5557835931
2017-11-30,16.4406623768
2017-12-01,16.4408214743
2017-12-02,16.4432332724
2017-12-03,16.3927277925
2017-12-04,16.3380201478
2017-12-05,16.1159814343
2017-12-06,15.975798129
2017-12-07,15.7343602816
2017-12-08,15.845790017
2017-12-09,15.8496878998
2017-12-10,15.8619565644
2017-12-11,15.7295150739
2017-12-12,15.7271384311
2017-12-13,16.0473099136
2017-12-14,15.8959824326
2017-12-15,16.0479783849
2017-12-16,16.0464680039
2017-12-17,16.0317903991
2017-12-18,16.1321377728
2017-12-19,16.1334750828
2017-12-20,16.1874922041
2017-12-21,16.1307961309
2017-12-22,16.3696806887
2017-12-23,16.3795388112
2017-12-24,16.3800190631
2017-12-25,16.3549909667
2017-12-26,16.541364263
2017-12-27,16.6839795555
2017-12-28,16.8419660076
2017-12-29,16.9370376763
2017-12-30,16.9325600685
2017-12-31,16.9282346958
2018-01-01,16.9937706914
2018-01-02,17.1964751954
2018-01-03,17.112425944
2018-01-04,17.2003384178
2018-01-05,17.2209850133
2018-01-06,17.2194779158
2018-01-07,17.2385438671
2018-01-08,17.1138040473
2018-01-09,16.9451814202
2018-01-10,16.9774168516
2018-01-11,16.9980994676
2018-01-12,17.2402890112
2018-01-13,17.234439477
2018-01-14,17.2290412375
2018-01-15,17.3603006013
2018-01-16,17.2105283546
2018-01-17,17.0240215209
2018-01-18,16.9625840893
2018-01-19,17.0154600201
2018-01-20,17.0232005796
2018-01-21,17.0710004246
2018-01-22,17.0139866283
2018-01-23,17.054455504
2018-01-24,17.5351600905
2018-01-25,17.3130227614
2018-01-26,17.4026647243
2018-01-27,17.4090040065
2018-01-28,17.4264405981
2018-01-29,17.172664436
2018-01-30,17.1294637009
2018-01-31,17.3456711449
2018-02-01,17.2120609108
2018-02-02,16.6048286806
2018-02-03,16.6107493474
2018-02-04,16.6442870357
2018-02-05,16.7583286493
2018-02-06,16.6613093328
2018-02-07,16.3957960469
2018-02-08,16.4362769908
2018-02-09,16.354292487
2018-02-10,16.3549388072
2018-02-11,16.3729737217
2018-02-12,16.5544579761
2018-02-13,16.5938353347
2018-02-14,16.8919011404
2018-02-15,16.8681469916
2018-02-16,16.657326498
2018-02-17,16.6519948715
2018-02-18,16.6514985391
2018-02-19,16.6558422018
2018-02-20,16.4683022434
2018-02-21,16.5185972803
2018-02-22,16.6099368932
2018-02-23,16.5374178274
2018-02-24,16.5381268322
2018-02-25,16.524720693
2018-02-26,16.6465201017
2018-02-27,16.4231101341
2018-02-28,16.4096213172
2018-03-01,16.4671765483
2018-03-02,16.5015808342
2018-03-03,16.5073773533
2018-03-04,16.5257147144
2018-03-05,16.4383472978
2018-03-06,16.7671603516
2018-03-07,16.4920260161
2018-03-08,16.4919013295
2018-03-09,16.5962906318
2018-03-10,16.596936023
2018-03-11,16.6037743368
2018-03-12,16.53779919
2018-03-13,16.5769176036
2018-03-14,16.5419068985
2018-03-15,16.3903548845
2018-03-16,16.3215046324
2018-03-17,16.3322782409
2018-03-18,16.3136953962
2018-03-19,16.3216561791
2018-03-20,16.1886321911
2018-03-21,16.5417621755
2018-03-22,16.4235448828
2018-03-23,16.5477227706
2018-03-24,16.5616190771
2018-03-25,16.6205778044
2018-03-26,16.6953107564
2018-03-27,16.5245857447
2018-03-28,16.2951335474
2018-03-29,16.3457643864
2018-03-30,16.3489213298
2018-03-31,16.3639231786
2018-04-01,16.4002043465
2018-04-02,16.5995164614
2018-04-03,16.4060419276
2018-04-04,16.3043391043
2018-04-05,16.397698055
2018-04-06,16.3687738945
2018-04-07,16.3791806528
2018-04-08,16.4127801067
2018-04-09,16.4793070855
2018-04-10,16.5809660346
2018-04-11,16.6694130733
2018-04-12,16.4699556766
2018-04-13,16.6407982608
2018-04-14,16.6522208651
2018-04-15,16.630701389
2018-04-16,16.6708087345
2018-04-17,16.7618523911
2018-04-18,17.1876079623
2018-04-19,17.2296853238
2018-04-20,17.1211364284
2018-04-21,17.1267100806
2018-04-22,17.0862202282
2018-04-23,16.605938955
2018-04-24,16.7241215015
2018-04-25,16.561754608
2018-04-26,16.5248624781
2018-04-27,16.5005534003
2018-04-28,16.52715817
2018-04-29,16.5260178602
2018-04-30,16.317456087
2018-05-01,16.1634276401
2018-05-02,16.3774545124
2018-05-03,16.43906364
2018-05-04,16.5097818085
2018-05-05,16.5222006745
2018-05-06,16.5136539019
2018-05-07,16.4841187328
2018-05-08,16.4799281657
2018-05-09,16.4862021356
2018-05-10,16.6959521853
2018-05-11,16.6511060489
2018-05-12,16.6667027779
2018-05-13,16.700295495
2018-05-14,16.5162858286
2018-05-15,16.3418503468
2018-05-16,16.3376088869
2018-05-17,16.4282127563
2018-05-18,16.4359362696
2018-05-19,16.4439160101
2018-05-20,16.4492135467
2018-05-21,16.501993126
2018-05-22,16.5759339684
2018-05-23,16.4567959069
2018-05-24,16.6494753351
2018-05-25,16.4939156571
2018-05-26,16.5008823022
2018-05-27,16.4939298627
2018-05-28,16.4823661521
2018-05-29,16.3998326206
2018-05-30,16.5116905164
2018-05-31,16.4100302482
2018-06-01,16.3873874541
2018-06-02,16.40513868
2018-06-03,16.4045493096
2018-06-04,16.3949904609
2018-06-05,16.4881104435
2018-06-06,16.6716392132
2018-06-07,16.7092320703
2018-06-08,16.7655682408
2018-06-09,16.7803915755
2018-06-10,16.764998974
2018-06-11,16.9009962296
2018-06-12,16.8523159176
2018-06-13,17.0184629333
2018-06-14,17.1614364876
2018-06-15,16.5430835856
2018-06-16,16.5581665208
2018-06-17,16.5770126565
2018-06-18,16.4865556481
2018-06-19,16.3061709268
2018-06-20,16.2997122035
2018-06-21,16.3223495279
2018-06-22,16.4441040825
2018-06-23,16.4491607844
2018-06-24,16.4790064873
2018-06-25,16.3184906535
2018-06-26,16.2740125768
2018-06-27,16.0810819518
2018-06-28,15.9964748923
2018-06-29,16.0926676115
2018-06-30,16.0990089048
2018-07-01,16.1157354766
2018-07-02,15.8508897137
2018-07-03,16.0300737665
2018-07-04,16.0739902815
2018-07-05,16.0297278546
2018-07-06,16.0216022467
2018-07-07,16.0324252594
2018-07-08,16.0639705862
2018-07-09,16.1016490704
2018-07-10,16.0326478048
2018-07-11,15.7905981275
2018-07-12,15.9297153973
2018-07-13,15.8021073737
2018-07-14,15.8131843057
2018-07-15,15.817102416
2018-07-16,15.7797416096
2018-07-17,15.567002057
2018-07-18,15.5524671552
2018-07-19,15.3054257374
2018-07-20,15.5007803877
2018-07-21,15.5157136165
2018-07-22,15.5361924537
2018-07-23,15.3804803308
2018-07-24,15.4744708831
2018-07-25,15.6022430354
2018-07-26,15.3984455329
2018-07-27,15.4834367953
2018-07-28,15.5718501125
2018-07-29,15.4904401136
2018-07-30,15.497164505
2018-07-31,15.5191489782
2018-08-01,15.3860876725
2018-08-02,15.3119554023
2018-08-03,15.4059470236
2018-08-04,15.4189533938
2018-08-05,15.440456389
2018-08-06,15.2999252396
2018-08-07,15.373427195
2018-08-08,15.4093303619
2018-08-09,15.428626088
2018-08-10,15.2985724054
2018-08-11,15.3118933141
2018-08-12,15.3247921115
2018-08-13,14.9821356866
2018-08-14,15.0138810998
2018-08-15,14.5441811733
2018-08-16,14.6808543979
2018-08-17,14.7852430505
2018-08-18,14.7978969821
2018-08-19,14.7840005772
2018-08-20,14.7509375179
2018-08-21,14.7696284547
2018-08-22,14.7349628294
2018-08-23,14.4928233823
2018-08-24,14.8087576623
2018-08-25,14.8131403813
2018-08-26,14.8627256366
2018-08-27,14.8836565739
2018-08-28,14.7223585558
2018-08-29,14.7498109204
2018-08-30,14.5662363808
2018-08-31,14.5299483442
2018-09-01,14.5349777335
2018-09-02,14.5269582939
2018-09-03,14.481918544
2018-09-04,14.1400370741
2018-09-05,14.1864671849
2018-09-06,14.1597565259
2018-09-07,14.1439517596
2018-09-08,14.1660305529
2018-09-09,14.164237736
2018-09-10,14.1568673155
2018-09-11,14.1172738165
2018-09-12,14.2364590675
2018-09-13,14.1804581523
2018-09-14,14.0566213963
2018-09-15,14.0649468612
2018-09-16,14.0632240363
2018-09-17,14.1197143118
2018-09-18,14.1567881189
2018-09-19,14.2336153264
2018-09-20,14.3107816783
2018-09-21,14.2813021389
2018-09-22,14.2970048347
2018-09-23,14.2744853638
2018-09-24,14.2549255448
2018-09-25,14.4542642497
2018-09-26,14.3522344115
2018-09-27,14.2394459042
2018-09-28,14.6306306591
2018-09-29,14.6459942364
2018-09-30,14.6569980313
2018-10-01,14.4862774202
2018-10-02,14.7100277737
2018-10-03,14.6146414539
2018-10-04,14.580633377
2018-10-05,14.6196125955
2018-10-06,14.6344640164
2018-10-07,14.6509928392
2018-10-08,14.3803860526
2018-10-09,14.3917780987
2018-10-10,14.308276584
2018-10-11,14.5686833004
2018-10-12,14.5834784252
2018-10-13,14.5997720684
2018-10-14,14.6289555599
2018-10-15,14.6813762842
2018-10-16,14.6531396137
2018-10-17,14.6131817948
2018-10-18,14.5708128933
2018-10-19,14.6204505012
2018-10-20,14.6342145155
2018-10-21,14.6502791574
2018-10-22,14.5794910528
2018-10-23,14.7482697462
2018-10-24,14.6769280357
2018-10-25,14.629535563
2018-10-26,14.673710984
2018-10-27,14.7057753035
2018-10-28,14.6994751111
2018-10-29,14.4774982392
2018-10-30,14.4581227479
2018-10-31,14.2625930603
2018-11-01,14.7440147726
2018-11-02,14.7333395257
2018-11-03,14.7435303914
2018-11-04,14.7543786939
2018-11-05,14.6438219838
2018-11-06,14.5396004526
2018-11-07,14.5691245223
2018-11-08,14.4285477982
2018-11-09,14.1559951705
2018-11-10,14.1564928082
2018-11-11,14.1880156102
2018-11-12,14.0050544731
2018-11-13,14.0167826973
2018-11-14,14.1383127755
2018-11-15,14.2913212455
2018-11-16,14.4103589082
2018-11-17,14.4103589082
2018-11-18,14.4167325211
2018-11-19,14.425851083
2018-11-20,14.319803951
2018-11-21,14.4908304386
2018-11-22,14.4903222255
2018-11-23,14.2704795905
2018-11-24,14.2857683676
2018-11-25,14.3072661383
2018-11-26,14.2429997231
2018-11-27,14.1509140455
2018-11-28,14.3203277293
2018-11-29,14.3078332051
2018-11-30,14.1751501262
2018-12-01,14.177226101
2018-12-02,14.2367591555
2018-12-03,14.3904767918
2018-12-04,14.5289720877
2018-12-05,14.5002897447
2018-12-06,14.4698388721
2018-12-07,14.621506859
2018-12-08,14.6237613309
2018-12-09,14.6109391809
2018-12-10,14.5325292879
2018-12-11,14.5581383318
2018-12-12,14.7386713745
2018-12-13,14.7498217848
2018-12-14,14.5641985738
2018-12-15,14.5632980278
2018-12-16,14.5655274312
2018-12-17,14.664962506
2018-12-18,14.6401433042
2018-12-19,14.6154850397
2018-12-20,14.7726658454
2018-12-21,14.6183470683
2018-12-22,14.6275379053
2018-12-23,14.6650262368
2018-12-24,14.7598707337
2018-12-25,14.755831929
2018-12-26,15.0393303148
2018-12-27,15.2253998962
2018-12-28,15.3703297871
2018-12-29,15.3855397005
2018-12-30,15.377022684
2018-12-31,15.4746761584
2019-01-01,15.453188903
2019-01-02,15.4995013388
2019-01-03,15.7425038717
2019-01-04,15.6936399682
2019-01-05,15.6949602855
2019-01-06,15.7024991941
2019-01-07,15.6559705401
2019-01-08,15.6668141743
2019-01-09,15.7438422441
2019-01-10,15.5776607742
2019-01-11,15.596152525
2019-01-12,15.5952289516
2019-01-13,15.6027733618
2019-01-14,15.6507955464
2019-01-15,15.5866872861
2019-01-16,15.5908700813
2019-01-17,15.5338181307
2019-01-18,15.332129853
2019-01-19,15.3382019854
2019-01-20,15.3439645014
2019-01-21,15.2521599694
2019-01-22,15.3346419726
2019-01-23,15.363294598
2019-01-24,15.3188546258
2019-01-25,15.7484960839
2019-01-26,15.750745089
2019-01-27,15.7294583498
2019-01-28,15.7518172156
2019-01-29,15.8368518921
2019-01-30,16.0590137711
2019-01-31,16.0548423937
2019-02-01,15.9098154525
2019-02-02,15.9092232449
2019-02-03,15.9071746368
2019-02-04,15.8591284484
2019-02-05,15.8475312709
2019-02-06,15.6641251985
2019-02-07,15.7353149049
2019-02-08,15.8261795514
2019-02-09,15.8277698063
2019-02-10,15.829235474
2019-02-11,15.7046550072
2019-02-12,15.7096443977
2019-02-13,15.5863096363
2019-02-14,15.6211937132
2019-02-15,15.7795299099
2019-02-16,15.7817958405
2019-02-17,15.7867712382
2019-02-18,15.8118383445
2019-02-19,15.9766465924
2019-02-20,16.0642517108
2019-02-21,15.8362615267
2019-02-22,15.9185060152
2019-02-23,15.9197593187
2019-02-24,15.9242667353
2019-02-25,15.8953228065
2019-02-26,15.9326512551
2019-02-27,15.750316302
2019-02-28,15.6144773828
2019-03-01,15.2070117737
2019-03-02,15.2069450695
2019-03-03,15.2325175254
2019-03-04,15.0844213094
2019-03-05,15.1389204607
2019-03-06,15.0833955328
2019-03-07,15.0350222544
2019-03-08,15.3296083151
2019-03-09,15.3394313197
2019-03-10,15.3267768447
2019-03-11,15.312993652
2019-03-12,15.4439805109
2019-03-13,15.4515197445
2019-03-14,15.1846412261
2019-03-15,15.2887168159
2019-03-16,15.2942311842
2019-03-17,15.2705898899
2019-03-18,15.3746510828
2019-03-19,15.3656770061
2019-03-20,15.4905954892
2019-03-21,15.4624804463
2019-03-22,15.4289280791
2019-03-23,15.4360018347
2019-03-24,15.4112032667
2019-03-25,15.5349735605
2019-03-26,15.4343558242
2019-03-27,15.2833387395
2019-03-28,15.0295607539
2019-03-29,15.1353281092
2019-03-30,15.1354921691
2019-03-31,15.1410620834
2019-04-01,15.1016701854
2019-04-02,15.1150250184
2019-04-03,15.1468113398
2019-04-04,15.1501407576
2019-04-05,15.0969649869
2019-04-06,15.1054618027
2019-04-07,15.1244881495
2019-04-08,15.2468536395
2019-04-09,15.222617548
2019-04-10,15.2249988757
2019-04-11,14.9663146816
2019-04-12,14.9712894006
2019-04-13,14.9819568548
2019-04-14,14.9717016125
2019-04-15,15.0135146931
2019-04-16,14.9954460929
2019-04-17,14.9913023238
2019-04-18,14.9964592789
2019-04-19,14.9797117453
2019-04-20,15.0046919672
2019-04-21,15.0262610207
2019-04-22,15.0008142268
2019-04-23,14.8239869272
2019-04-24,14.9277765296
2019-04-25,14.9503235988
2019-04-26,15.071645901
2019-04-27,15.0774756084
2019-04-28,15.0603464316
2019-04-29,14.9218371781
2019-04-30,14.943974825
2019-05-01,14.6868376634
2019-05-02,14.6263516821
2019-05-03,14.9296310471
2019-05-04,14.9319476486
2019-05-05,14.9232816475
2019-05-06,14.9163273124
2019-05-07,14.9117930159
2019-05-08,14.8428177962
2019-05-09,14.7659910795
2019-05-10,14.7699746183
2019-05-11,14.7799822285
2019-05-12,14.7572408062
2019-05-13,14.7824471315
2019-05-14,14.7971935358
2019-05-15,14.7911232947
2019-05-16,14.5484677605
2019-05-17,14.4070004238
2019-05-18,14.4155157079
2019-05-19,14.4444891421
2019-05-20,14.4693469364
2019-05-21,14.4544049966
2019-05-22,14.4508227382
2019-05-23,14.5979908401
2019-05-24,14.5644806168
2019-05-25,14.5667219595
2019-05-26,14.5758486351
2019-05-27,14.5925003452
2019-05-28,14.3549820475
2019-05-29,14.4159997931
2019-05-30,14.5251251922
2019-05-31,14.5773097789
2019-06-01,14.5809674195
2019-06-02,14.6240275844
2019-06-03,14.7779906096
2019-06-04,14.8196532479
2019-06-05,14.8060348026
2019-06-06,14.8660128241
2019-06-07,15.0086561854
2019-06-08,15.0180017032
2019-06-09,14.984756382
2019-06-10,14.6982476212
2019-06-11,14.7379452669
2019-06-12,14.7654990644
2019-06-13,14.9220083358
2019-06-14,14.8686329789
2019-06-15,14.8679495626
2019-06-16,14.8272444389
2019-06-17,14.8366517001
2019-06-18,15.0066673235
2019-06-19,15.137970224
2019-06-20,15.4488387376
2019-06-21,15.339153151
2019-06-22,15.333186697
2019-06-23,15.4140146533
2019-06-24,15.4595925057
2019-06-25,15.3319739719
2019-06-26,15.2774874567
2019-06-27,15.2684508229
2019-06-28,15.312820725
2019-06-29,15.3154824748
2019-06-30,15.1941346993
2019-07-01,15.1451818266
2019-07-02,15.3590740482
2019-07-03,15.3055237278
2019-07-04,15.3082869956
2019-07-05,14.9904520414
2019-07-06,15.0006990326
2019-07-07,14.9814697945
2019-07-08,15.0199727763
2019-07-09,15.1005040045
2019-07-10,15.267499733
2019-07-11,15.1179720167
2019-07-12,15.2173046633
2019-07-13,15.2209596267
2019-07-14,15.2309375678
2019-07-15,15.3906374327
2019-07-16,15.5548839072
2019-07-17,15.9484904044
2019-07-18,16.3286568445
2019-07-19,16.2077900082
2019-07-20,16.2091853725
2019-07-21,16.2082027931
2019-07-22,16.3389561858
2019-07-23,16.3693434117
2019-07-24,16.6043243043
2019-07-25,16.4209400923
2019-07-26,16.3856920546
2019-07-27,16.3847882315
2019-07-28,16.3800365029
2019-07-29,16.4440569014
2019-07-30,16.5672635421
2019-07-31,16.2595728108
2019-08-01,16.3143498768
2019-08-02,16.2039201018
2019-08-03,16.2008818626
2019-08-04,16.1896874443
2019-08-05,16.4651232499
2019-08-06,16.4701144744
2019-08-07,17.1024228946
2019-08-08,16.9818682907
2019-08-09,16.9611482701
2019-08-10,16.9717422189
2019-08-11,17.0098850395
2019-08-12,17.0720819764
2019-08-13,16.976971129
2019-08-14,17.2312605232
2019-08-15,17.2749663412
2019-08-16,17.0972407892
2019-08-17,17.1058742427
2019-08-18,17.0958742612
2019-08-19,16.8774290926
2019-08-20,17.1272190178
2019-08-21,17.1247055818
2019-08-22,17.0240306079
2019-08-23,17.4142889051
2019-08-24,17.426458819
2019-08-25,17.6890307313
2019-08-26,17.6552345007
2019-08-27,18.1807913202
2019-08-28,18.3393617796
2019-08-29,18.2701225113
2019-08-30,18.3607045447
2019-08-31,18.3660615019
2019-09-01,18.4684996653
2019-09-02,18.4148167279
2019-09-03,19.3195686455
2019-09-04,19.570020512
2019-09-05,18.6596354358
2019-09-06,18.168812693
2019-09-07,18.1732222477
2019-09-08,18.1791161041
2019-09-09,17.9603940295
2019-09-10,18.016978282
2019-09-11,18.0884963935
2019-09-12,18.0748190813
2019-09-13,17.4403456715
2019-09-14,17.4480286476
2019-09-15,17.7587325237
2019-09-16,17.8348472849
2019-09-17,18.0117730921
2019-09-18,17.7006035872
2019-09-19,17.7910290479
2019-09-20,17.9716519532
2019-09-21,17.9674808361
2019-09-22,17.9905443498
2019-09-23,18.6268965554
2019-09-24,18.6179194479
2019-09-25,17.958203595
2019-09-26,17.8502465758
2019-09-27,17.5342210226
2019-09-28,17.5291858754
2019-09-29,17.5337162405
2019-09-30,17.0237931673
2019-10-01,17.2926013927
2019-10-02,17.574636026
2019-10-03,17.6009125471
2019-10-04,17.5474505163
2019-10-05,17.5461760522
2019-10-06,17.5707428857
2019-10-07,17.4220344616
2019-10-08,17.7566114911
2019-10-09,17.8122850409
2019-10-10,17.5030930021
2019-10-11,17.5391063708
2019-10-12,17.5386595904
2019-10-13,17.4883158376
2019-10-14,17.6484142429
2019-10-15,17.4087985361
2019-10-16,17.3975550802
2019-10-17,17.5443187182
2019-10-18,17.5453271758
2019-10-19,17.5448907962
2019-10-20,17.5740623711
2019-10-21,17.5650087758
2019-10-22,17.540955698
2019-10-23,17.5565344435
2019-10-24,17.7930011906
2019-10-25,18.0341517415
2019-10-26,18.041235951
2019-10-27,18.0286825522
2019-10-28,17.833491104
2019-10-29,17.7917816963
2019-10-30,17.8532840575
2019-10-31,18.1020305974
2019-11-01,18.1046918753
2019-11-02,18.1145539028
2019-11-03,18.1247335098
2019-11-04,18.0304744202
2019-11-05,17.591342106
2019-11-06,17.6186889896
2019-11-07,17.1161444379
2019-11-08,16.8022271581
2019-11-09,16.80549264
2019-11-10,16.836091057
2019-11-11,16.8446315282
2019-11-12,16.8039790599
2019-11-13,16.960374935
2019-11-14,17.0028290717
2019-11-15,16.9292922933
2019-11-16,16.9594992742
2019-11-17,16.9955417295
2019-11-18,17.0416222266
2019-11-19,17.1676091554
2019-11-20,17.1873430259
2019-11-21,17.1135549144
2019-11-22,16.9973304795
2019-11-23,17.008316982
2019-11-24,16.9222619209
2019-11-25,16.8625801343
2019-11-26,17.0818741658
2019-11-27,16.9893045957
2019-11-28,16.9426344867
2019-11-29,17.0187980578
2019-11-30,17.012703641
2019-12-01,16.9787142105
2019-12-02,16.9221074254
2019-12-03,17.1663527341
2019-12-04,16.8753744391
2019-12-05,16.9646344824
2019-12-06,16.5663955936
2019-12-07,16.5764617062
2019-12-08,16.5913763833
2019-12-09,16.6065826431
2019-12-10,16.6616523352
2019-12-11,16.8717847551
2019-12-12,16.9037705879
2019-12-13,16.9434386201
2019-12-14,16.9374642567
2019-12-15,16.9304630329
2019-12-16,17.0317602082
2019-12-17,17.003462226
2019-12-18,17.0314765028
2019-12-19,17.0698328665
2019-12-20,17.192544136
2019-12-21,17.1969696188
2019-12-22,17.198180742
2019-12-23,17.4440457355
2019-12-24,17.7673096514
2019-12-25,17.7637688749
2019-12-26,17.9209482856
2019-12-27,17.7742289799
2019-12-28,17.7667529154
2019-12-29,17.8187291771
2019-12-30,17.9188849968
2019-12-31,17.8534803566
2020-01-01,17.8882732441
2020-01-02,18.0248458558
2020-01-03,18.037789049
2020-01-04,18.0496569527
2020-01-05,18.1780090626
2020-01-06,18.1236607969
2020-01-07,18.5851522704
2020-01-08,18.1410340494
2020-01-09,17.9226106172
2020-01-10,18.085945848
2020-01-11,18.1028158477
2020-01-12,18.0542191672
2020-01-13,17.9402426293
2020-01-14,17.8372930781
2020-01-15,18.0190803433
2020-01-16,17.9477317735
2020-01-17,18.0092764734
2020-01-18,18.0282746445
2020-01-19,18.0405378101
2020-01-20,18.0742632485
2020-01-21,17.7611333279
2020-01-22,17.8937405805
2020-01-23,17.7752123574
2020-01-24,18.1217155707
2020-01-25,18.1095479151
2020-01-26,18.204991481
2020-01-27,18.0913099572
2020-01-28,17.4812833711
2020-01-29,17.5794667237
2020-01-30,17.8432811669
2020-01-31,18.0249507006
2020-02-01,18.0417730192
2020-02-02,18.0854474091
2020-02-03,17.7032533273
2020-02-04,17.6075700209
2020-02-05,17.6255521543
2020-02-06,17.8161004269
2020-02-07,17.6996127855
2020-02-08,17.6989192597
2020-02-09,17.7476792913
2020-02-10,17.7706190413
2020-02-11,17.636038621
2020-02-12,17.5136070213
2020-02-13,17.6658913277
2020-02-14,17.7279326701
2020-02-15,17.7486715341
2020-02-16,17.7414543185
2020-02-17,17.8115548187
2020-02-18,18.1790040926
2020-02-19,18.4142628058
2020-02-20,18.4201580927
2020-02-21,18.4814226999
2020-02-22,18.4949135289
2020-02-23,18.6774288502
2020-02-24,18.6215483008
2020-02-25,18.0610715378
2020-02-26,17.9336508064
2020-02-27,17.804052036
2020-02-28,16.6425875197
2020-02-29,16.6767908685
2020-03-01,16.608953322
2020-03-02,16.8220004984
2020-03-03,17.2624440068
2020-03-04,17.1832991648
2020-03-05,17.4881863259
2020-03-06,17.3446751369
2020-03-07,17.3470136509
2020-03-08,17.4989257847
2020-03-09,16.9149799125
2020-03-10,16.9738267099
2020-03-11,16.7980092309
2020-03-12,15.7170386878
2020-03-13,14.7289717617
2020-03-14,14.7249609218
2020-03-15,14.7954973751
2020-03-16,13.0183373282
2020-03-17,12.7849498852
2020-03-18,12.2523023997
2020-03-19,12.1117232486
2020-03-20,12.5953435765
2020-03-21,12.5885264519
2020-03-22,12.4242547544
2020-03-23,13.7433148807
2020-03-24,14.6384405414
2020-03-25,14.3821015701
2020-03-26,14.4066409791
2020-03-27,14.4425604425
2020-03-28,14.4629264575
2020-03-29,14.3878226074
2020-03-30,14.0096757206
2020-03-31,13.9626893723
2020-04-01,13.9923570947
2020-04-02,14.4779773976
2020-04-03,14.4072988029
2020-04-04,14.4099496668
2020-04-05,14.4074822089
2020-04-06,15.1948451622
2020-04-07,14.9828221894
2020-04-08,15.0062904325
2020-04-09,15.4060171793
2020-04-10,15.3490198269
2020-04-11,15.3490198269
2020-04-12,15.3560106804
2020-04-13,15.4234775727
2020-04-14,15.6741458502
2020-04-15,15.4053308196
2020-04-16,15.4643018149
2020-04-17,15.1919796234
2020-04-18,15.195972581
2020-04-19,15.0947782256
2020-04-20,15.2919314805
2020-04-21,14.9009455886
2020-04-22,15.0946127694
2020-04-23,15.2641012253
2020-04-24,15.234470822
2020-04-25,15.2507583058
2020-04-26,15.2400169317
2020-04-27,15.1909372875
2020-04-28,15.1569544522
2020-04-29,15.281672185
2020-04-30,14.984109641
2020-05-01,14.9656579841
2020-05-02,14.9785200533
2020-05-03,14.8874867027
2020-05-04,14.8395286946
2020-05-05,14.9724360343
2020-05-06,14.9103086274
2020-05-07,15.3403620563
2020-05-08,15.4620892458
2020-05-09,15.4681409661
2020-05-10,15.5686754513
2020-05-11,15.4838596458
2020-05-12,15.4344538955
2020-05-13,15.6133348119
2020-05-14,15.8718302641
2020-05-15,16.6241737287
2020-05-16,16.6352828194
2020-05-17,16.9175396822
2020-05-18,17.1247691761
2020-05-19,17.375435701
2020-05-20,17.4870372105
2020-05-21,17.067852695
2020-05-22,17.2094858916
2020-05-23,17.2142327621
2020-05-24,17.1625145967
2020-05-25,17.1339871339
2020-05-26,17.1364185337
2020-05-27,17.267264507
2020-05-28,17.424942944
2020-05-29,17.8571549014
2020-05-30,17.8617358749
2020-05-31,18.0662663423
2020-06-01,18.3314845268
2020-06-02,18.0572879507
2020-06-03,17.6654486761
2020-06-04,17.6714692178
2020-06-05,17.4031108309
2020-06-06,17.4197136286
2020-06-07,17.4274352096
2020-06-08,17.7131510998
2020-06-09,17.5696250543
2020-06-10,17.976988799
2020-06-11,17.6515903883
2020-06-12,17.4854526847
2020-06-13,17.489181411
2020-06-14,17.5061109457
2020-06-15,17.3905096445
2020-06-16,17.4863308491
2020-06-17,17.4917975912
2020-06-18,17.446752121
2020-06-19,17.59497647
