date,signal,holding_days,today_price,future_price,forward_return_pct,asset
2022-03-16,BUY,20,24.670000076293945,26.020000457763672,5.4722350113285065,silver
2022-05-04,BUY,20,22.36199951171875,22.253999710083008,-0.48296129144956457,silver
2022-06-15,BUY,20,21.402000427246097,18.54800033569336,-13.335202479107586,silver
2022-07-01,BUY,20,19.597000122070312,20.32200050354004,3.69954777238188,silver
2022-07-14,BUY,20,18.16900062561035,20.326000213623047,11.871866991805089,silver
2022-07-27,BUY,20,18.55299949645996,18.895000457763672,1.84337288085933,silver
2022-08-02,SELL,20,20.104999542236328,18.159000396728516,9.679180252750974,silver
2022-09-15,SELL,20,19.174999237060547,18.857999801635746,1.6531913848117363,silver
2022-09-26,BUY,20,18.4060001373291,19.173999786376953,4.172550490697194,silver
2022-10-11,SELL,20,19.427000045776367,21.47699928283691,-10.552320132959666,silver
2022-11-02,SELL,20,19.600000381469727,22.636999130249023,-15.494891273831518,silver
2022-12-01,SELL,20,22.636999130249023,23.86199951171875,-5.411496349058042,silver
2022-12-06,BUY,20,22.12299919128418,23.257999420166016,5.13040849058564,silver
2023-02-01,BUY,20,23.520999908447266,20.766000747680664,-11.712933852685314,silver
2023-03-14,SELL,20,21.929000854492188,25.40399932861328,-15.846588256250788,silver
2023-04-13,SELL,20,25.874000549316406,24.2549991607666,6.257251890614877,silver
2023-04-14,BUY,20,25.423999786376953,23.992000579833984,-5.6324701800472905,silver
2023-05-02,SELL,20,25.40399932861328,23.474000930786133,7.597222676877234,silver
2023-05-11,BUY,20,24.2549991607666,24.333999633789062,0.3257080014673728,silver
2023-06-08,SELL,20,24.263999938964844,23.150999069213867,4.587046128217471,silver
2023-07-12,SELL,20,24.118999481201172,22.649999618530273,6.090633501675168,silver
2023-07-27,BUY,20,24.236000061035156,24.211000442504883,-0.10315076112937453,silver
2023-08-23,SELL,20,24.363000869750977,23.444000244140625,3.772115883931933,silver
2023-10-02,BUY,20,21.218000411987305,23.281999588012695,9.727585710005526,silver
2023-10-13,SELL,20,22.72699928283691,22.21500015258789,2.2528232780632593,silver
2023-11-14,SELL,20,23.07900047302246,22.638999938964844,1.9064973570755077,silver
2023-12-04,BUY,20,24.55500030517578,22.945999145507812,-6.552641578785964,silver
2024-01-03,BUY,20,22.945999145507812,23.1299991607666,0.8018827774375261,silver
2024-02-13,BUY,20,22.09600067138672,24.958999633789062,12.957091217460873,silver
2024-03-21,BUY,20,24.849000930786133,28.808000564575195,15.932228602736883,silver
2024-04-22,BUY,20,27.21299934387207,32.20500183105469,18.344183322470613,silver
2024-05-17,SELL,20,31.04700088500977,29.325000762939453,5.546429841800722,silver
2024-06-04,BUY,20,29.488000869750977,30.54800033569336,3.5946806656185992,silver
2024-06-07,BUY,20,29.334999084472656,30.77199935913086,4.898586396816435,silver
2024-07-17,BUY,20,30.136999130249023,27.253999710083008,-9.566312185582868,silver
2024-08-05,BUY,20,27.076000213623047,27.951000213623047,3.2316442351029067,silver
2024-08-08,SELL,20,27.5,27.808000564575195,-1.1200020530007102,silver
2024-10-08,BUY,20,30.354999542236328,32.654998779296875,7.577003036551851,silver
2024-11-06,BUY,20,31.22100067138672,31.13400077819824,-0.2786582470696187,silver
2024-12-09,SELL,20,32.215999603271484,30.45199966430664,5.475539982269283,silver
2025-01-15,SELL,20,31.319000244140625,32.650001525878906,-4.249820464774555,silver
2025-04-03,BUY,20,31.8439998626709,31.98900032043457,0.45534624541199215,silver
2025-04-04,BUY,20,29.11599922180176,32.20500183105469,10.609296235108815,silver
2025-06-02,SELL,20,34.5629997253418,36.082000732421875,-4.394876078902196,silver
2025-07-11,SELL,20,38.67599868774414,38.41699981689453,0.6696630459129743,silver
2025-08-22,SELL,20,39.00299835205078,43.79899978637695,-12.296494210614958,silver
2025-08-29,SELL,20,40.20000076293945,46.61199951171875,-15.950245341016375,silver
2025-09-17,BUY,20,41.72200012207031,51.073001861572266,22.412640123059234,silver
2025-10-07,BUY,20,47.17900085449219,47.130001068115234,-0.10385931344344602,silver
2025-10-09,BUY,20,46.849998474121094,47.79399871826172,2.014941888764564,silver
2025-10-10,BUY,20,46.9379997253418,48.016998291015625,2.2987740678929645,silver
2025-10-17,BUY,20,49.86399841308594,50.59000015258789,1.4559637466044573,silver
2025-10-21,BUY,20,47.45000076293945,50.45000076293945,6.322444576951688,silver
2025-11-28,SELL,20,56.44599914550781,69.85600280761719,-23.757226136684647,silver
2025-12-29,BUY,20,69.85600280761719,113.11100006103516,61.92022949343644,silver
2026-01-30,BUY,20,78.29000091552734,88.28399658203125,12.76535387614459,silver
