Date,adj_close_gc=f,close,high,low,open,volume,ret_1d,ma_20,ma_60,dev_ma20,dev_ma20_z,trend_up,trend_down,signal
2021-06-10,1894.199951171875,1894.199951171875,1899.800048828125,1871.5,1887.699951171875,186,0.0005282062253282316,1883.3400024414063,,0.005766324039414401,,False,False,HOLD
2021-06-11,1877.4000244140625,1877.4000244140625,1902.300048828125,1875.199951171875,1900.9000244140625,349,-0.00886914116295856,1886.020001220703,,-0.0045704588504159056,,False,False,HOLD
2021-06-14,1864.0,1864.0,1866.5999755859373,1846.5,1866.199951171875,41,-0.007137543538833557,1887.325,,-0.01235876173949905,,False,False,HOLD
2021-06-15,1854.5,1854.5,1867.199951171875,1854.4000244140625,1866.4000244140625,78,-0.005096566523605128,1886.675,,-0.01705381159977206,,False,False,HOLD
2021-06-16,1859.5,1859.5,1860.0999755859373,1809.199951171875,1859.4000244140625,117,0.0026961445133459883,1886.2599975585938,,-0.014186802240003786,,False,False,HOLD
2021-06-17,1773.800048828125,1773.800048828125,1823.300048828125,1769.5999755859375,1811.800048828125,1135,-0.04608763171383434,1880.8849975585938,,-0.056933278148034595,,False,False,HOLD
2021-06-18,1767.9000244140625,1767.9000244140625,1792.4000244140625,1767.9000244140625,1775.699951171875,354,-0.0033262060275397465,1875.1899963378905,,-0.057215520631700004,,False,False,HOLD
2021-06-21,1781.800048828125,1781.800048828125,1785.199951171875,1766.800048828125,1768.800048828125,38,0.007862449359187895,1870.445001220703,,-0.04739243994596256,,False,False,HOLD
2021-06-22,1776.300048828125,1776.300048828125,1786.9000244140625,1775.9000244140625,1783.4000244140625,101,-0.0030867661069026164,1865.0300048828126,,-0.04757561852752222,,False,False,HOLD
2021-06-23,1782.300048828125,1782.300048828125,1793.199951171875,1780.5999755859375,1780.699951171875,136,0.003377807709884495,1859.240008544922,,-0.041382478519818244,,False,False,HOLD
2021-06-24,1775.5999755859375,1775.5999755859375,1786.4000244140625,1775.5999755859375,1778.9000244140625,78,-0.0037592285578361695,1852.9550048828125,,-0.041746847113412366,,False,False,HOLD
2021-06-25,1776.5999755859375,1776.5999755859375,1788.0,1775.199951171875,1777.699951171875,35,0.0005631899153806241,1847.0000061035157,,-0.03811587995935969,,False,False,HOLD
2021-06-28,1779.5999755859375,1779.5999755859375,1779.5999755859375,1779.5999755859375,1779.5999755859375,888,0.0016886187331002223,1840.8550048828124,,-0.03327531453286532,,False,False,HOLD
2021-06-29,1762.800048828125,1762.800048828125,1777.0999755859375,1752.0999755859375,1776.800048828125,419,-0.009440282641204889,1833.8500061035156,,-0.0387436033693696,,False,False,HOLD
2021-06-30,1770.800048828125,1770.800048828125,1770.800048828125,1759.199951171875,1761.0999755859375,51,0.0045382345010247516,1827.0150085449218,,-0.030768745442090108,,False,False,HOLD
2021-07-01,1775.9000244140625,1775.9000244140625,1781.199951171875,1768.800048828125,1775.699951171875,44,0.0028800403463464797,1822.2500122070312,,-0.02543558100286776,,False,False,HOLD
2021-07-02,1782.5999755859375,1782.5999755859375,1787.9000244140625,1778.300048828125,1778.699951171875,23,0.0037727074045654785,1816.8900085449218,,-0.01887292725355778,,False,False,HOLD
2021-07-06,1793.5,1793.5,1809.800048828125,1786.699951171875,1786.699951171875,332,0.006114677753476183,1811.7250061035156,,-0.010059477041006471,,False,False,HOLD
2021-07-07,1801.5,1801.5,1808.4000244140625,1797.199951171875,1798.699951171875,244,0.004460551993309192,1807.190008544922,1821.7600056966146,-0.0031485391785135734,,False,True,HOLD
2021-07-08,1799.5999755859375,1799.5999755859375,1818.5,1797.0,1797.0,148,-0.0010546902104149325,1802.510009765625,1822.6500061035156,-0.0016144344075325735,,False,True,HOLD
2021-07-09,1810.0,1810.0,1810.0999755859373,1798.800048828125,1803.5999755859373,218,0.005779075658564725,1798.3000122070312,1823.9016723632812,0.006506137859950072,,False,True,HOLD
2021-07-12,1805.5,1805.5,1805.5,1799.5,1802.5999755859373,147,-0.0024861878453038555,1794.705010986328,1824.5700052897134,0.006014909942074153,,False,True,HOLD
2021-07-13,1809.4000244140625,1809.4000244140625,1812.0,1800.5999755859375,1808.0999755859373,78,0.002160079985634278,1791.9750122070313,1825.0766723632812,0.009723914724441483,,False,True,HOLD
2021-07-14,1824.300048828125,1824.300048828125,1829.0,1813.0999755859373,1813.0999755859373,707,0.00823478734001215,1790.4650146484375,1825.9916727701823,0.018897344490325634,,False,True,HOLD
2021-07-15,1828.4000244140625,1828.4000244140625,1833.0,1823.4000244140625,1831.5999755859373,99,0.0022474239303842403,1788.9100158691406,1826.8433390299479,0.022074899349107693,,False,True,HOLD
2021-07-16,1814.5,1814.5,1831.4000244140625,1814.5,1830.0999755859373,78,-0.007602288464482521,1790.9450134277345,1827.2133382161458,0.013152266761771237,,False,True,HOLD
2021-07-19,1808.699951171875,1808.699951171875,1813.4000244140625,1803.300048828125,1803.300048828125,33,-0.003196499767497918,1792.985009765625,1827.6716715494792,0.008764680864958439,,False,True,HOLD
2021-07-20,1810.9000244140625,1810.9000244140625,1824.0,1810.9000244140625,1812.9000244140625,128,0.001216383757163264,1794.440008544922,1828.2366719563802,0.009172786936737804,,False,True,HOLD
2021-07-21,1802.9000244140625,1802.9000244140625,1807.0,1800.0,1807.0,135,-0.004417692800345763,1795.7700073242188,1828.6316731770833,0.003970451149514276,,False,True,HOLD
2021-07-22,1805.0,1805.0,1805.0,1793.5999755859375,1793.5999755859375,2,0.0011647765031341795,1796.9050048828126,1829.0816731770833,0.004504965535290128,,False,True,HOLD
2021-07-23,1801.4000244140625,1801.4000244140625,1801.4000244140625,1800.0,1800.0,1,-0.0019944463079986097,1798.1950073242188,1829.5516743977864,0.0017823523459855085,,False,True,HOLD
2021-07-26,1798.699951171875,1798.699951171875,1802.5,1797.199951171875,1802.5,17,-0.0014988748782024386,1799.3000061035157,1830.0616739908853,-0.0003334935417135483,,False,True,HOLD
2021-07-27,1799.5,1799.5,1803.699951171875,1799.5,1803.699951171875,1,0.0004447928225070896,1800.2950073242187,1830.59833984375,-0.0004415983608154753,,False,True,HOLD
2021-07-28,1799.5,1799.5,1799.5,1799.5,1799.5,209783,0.0,1802.1300048828125,1830.733339436849,-0.0014593868786861035,,False,True,HOLD
2021-07-29,1831.199951171875,1831.199951171875,1832.5999755859373,1806.0999755859373,1806.5999755859373,30496,0.01761597731140596,1805.15,1831.656671142578,0.014430906668074624,,False,True,HOLD
2021-07-30,1812.5999755859373,1812.5999755859373,1830.5,1808.9000244140625,1828.0,3100,-0.010157260857305395,1806.9849975585937,1832.1316711425782,0.0031073739045592136,,False,True,HOLD
2021-08-02,1818.0999755859373,1818.0999755859373,1818.699951171875,1804.800048828125,1812.4000244140625,1334,0.00303431538898824,1808.7599975585938,1832.1750040690104,0.005163746456108206,,False,True,HOLD
2021-08-03,1810.0999755859373,1810.0999755859373,1813.5,1806.0,1812.300048828125,3341,-0.00440019806799774,1809.5899963378906,1831.8250040690104,0.0002818203289577775,-0.07815649951505864,False,True,HOLD
2021-08-04,1810.5,1810.5,1831.300048828125,1806.300048828125,1809.300048828125,2860,0.0002209957568410914,1810.0399963378907,1831.3750040690104,0.00025414005383307453,-0.059533056929507826,False,True,HOLD
2021-08-05,1805.0999755859373,1805.0999755859373,1813.699951171875,1796.0,1810.800048828125,588,-0.0029826149760081577,1810.3149963378905,1830.861669921875,-0.0028807255988614103,-0.16427253830161812,False,True,HOLD
2021-08-06,1760.0,1760.0,1800.0999755859375,1758.4000244140625,1799.800048828125,859,-0.024984752199831872,1807.8149963378905,1829.8183369954427,-0.026449053932371323,-1.0662208525789127,False,True,HOLD
2021-08-09,1723.4000244140625,1723.4000244140625,1753.800048828125,1692.5999755859375,1753.5,1621,-0.020795440673828103,1803.7099975585938,1828.1450032552084,-0.04452488108023721,-1.7029450420930046,False,True,HOLD
2021-08-10,1728.800048828125,1728.800048828125,1735.199951171875,1720.0999755859375,1728.5999755859375,1363,0.0031333551918095726,1799.679998779297,1826.3266703287761,-0.03938475173322427,-1.4475605253419837,False,True,HOLD
2021-08-11,1750.4000244140625,1750.4000244140625,1752.199951171875,1727.300048828125,1727.300048828125,542,0.012494201166051155,1795.9849975585937,1824.3750040690104,-0.02538160018402047,-0.8825748431052463,False,True,HOLD
2021-08-12,1749.0,1749.0,1752.4000244140625,1745.5,1749.699951171875,739,-0.0007998311211925291,1792.0149963378906,1822.3950032552084,-0.024003703331609817,-0.8014149374550046,False,True,HOLD
2021-08-13,1775.199951171875,1775.199951171875,1777.300048828125,1757.4000244140625,1758.300048828125,436,0.014979960647155455,1790.0499938964845,1820.6266682942708,-0.008295881553723922,-0.15744859201513134,False,True,HOLD
2021-08-16,1786.9000244140625,1786.9000244140625,1787.800048828125,1771.9000244140625,1776.9000244140625,219,0.006590848109512271,1788.9599975585938,1819.0450012207032,-0.0011514920106333291,0.1594462188459857,False,True,HOLD
2021-08-17,1785.0,1785.0,1794.199951171875,1780.0,1787.699951171875,200,-0.001063307621077203,1787.6649963378907,1817.516668701172,-0.0014907694357444103,0.1712506112384634,False,True,HOLD
2021-08-18,1781.5999755859375,1781.5999755859375,1791.5,1779.0,1787.800048828125,263,-0.0019047755821078871,1786.5999938964844,1815.8000020345053,-0.0027986221468870227,0.14428473527738492,False,True,HOLD
2021-08-19,1780.199951171875,1780.199951171875,1789.300048828125,1775.5,1780.0,245,-0.0007858242216253197,1785.3599914550782,1813.8350016276042,-0.002890195987307722,0.17373151912164722,False,True,HOLD
2021-08-20,1781.0,1781.0,1787.5,1778.199951171875,1784.0999755859375,235,0.0004494151500220589,1784.339990234375,1811.8300008138021,-0.0018718351057839587,0.2532189175107683,False,True,HOLD
2021-08-23,1803.199951171875,1803.199951171875,1804.800048828125,1776.800048828125,1776.800048828125,32,0.012464879939289686,1784.564990234375,1810.2883341471354,0.010442298845643351,0.8426848922753138,False,True,HOLD
2021-08-24,1805.5999755859373,1805.5999755859373,1805.5999755859373,1801.0,1801.0,22,0.0013309807448156352,1784.8699890136718,1808.6733337402343,0.011614283785297429,0.925222504387194,False,True,HOLD
2021-08-25,1788.199951171875,1788.199951171875,1792.9000244140625,1784.0,1792.0,812,-0.009636699517796443,1784.3049865722655,1806.7616658528646,0.002182902939195321,0.50787768742814,False,True,HOLD
2021-08-26,1792.199951171875,1792.199951171875,1792.199951171875,1781.0,1787.4000244140625,61,0.002236886315413855,1782.3549865722657,1804.839998372396,0.005523571159380892,0.6952623937891321,False,True,HOLD
2021-08-27,1816.5999755859373,1816.5999755859373,1816.5999755859373,1803.0999755859373,1803.4000244140625,1219,0.01361456594065169,1782.5549865722655,1803.929998779297,0.019098983913611544,1.328548222936307,False,True,HOLD
2021-08-30,1809.0,1809.0,1820.300048828125,1807.800048828125,1818.199951171875,684,-0.004183626383395644,1782.0999877929687,1802.5833312988282,0.015094558325173134,1.1264181810273113,False,True,HOLD
2021-08-31,1815.0,1815.0,1815.9000244140625,1801.0999755859375,1815.9000244140625,82,0.0033167495854062867,1782.344989013672,1801.2199971516927,0.018321375035480064,1.2694063364686015,False,True,HOLD
2021-09-01,1813.0999755859373,1813.0999755859373,1815.9000244140625,1809.5,1813.5,114,-0.0010468454071971278,1782.4749877929687,1799.9016642252604,0.017181159905580456,1.1989527179545814,False,True,HOLD
2021-09-02,1808.699951171875,1808.699951171875,1813.9000244140625,1806.800048828125,1813.199951171875,26,-0.002426796356136074,1782.6549865722657,1798.4933308919271,0.014610210498268793,1.0652077978251162,False,True,HOLD
2021-09-03,1830.9000244140625,1830.9000244140625,1833.9000244140625,1818.9000244140625,1820.9000244140625,53,0.012274049782443841,1786.1999877929688,1797.4383321126302,0.025025213820724007,1.5167078241789222,False,True,SELL
2021-09-07,1795.9000244140625,1795.9000244140625,1825.699951171875,1792.699951171875,1825.699951171875,48,-0.0191162813552318,1789.8249877929688,1796.0799987792968,0.0033942070663483025,0.5043850912866307,False,True,HOLD
2021-09-08,1790.699951171875,1790.699951171875,1790.699951171875,1781.699951171875,1781.699951171875,69,-0.0028955249019967377,1792.9199829101562,1794.858331298828,-0.0012382213146388344,0.2809023252529849,False,True,HOLD
2021-09-09,1797.4000244140625,1797.4000244140625,1798.699951171875,1787.9000244140625,1798.699951171875,49,0.0037415945858505495,1795.2699829101562,1793.9066650390625,0.001186474192841745,0.3794208589384612,True,False,HOLD
2021-09-10,1789.5999755859375,1789.5999755859375,1789.5999755859375,1789.5999755859375,1789.5999755859375,0,-0.0043396287538539635,1797.299981689453,1792.7416646321615,-0.004284207523486183,0.11809903883717411,True,False,HOLD
2021-09-13,1792.0,1792.0,1796.0,1784.0,1789.800048828125,533,0.0013410954664752062,1798.1399841308594,1793.0449971516928,-0.003414630776828629,0.12291606647739792,True,False,HOLD
2021-09-14,1804.699951171875,1804.699951171875,1806.199951171875,1783.0,1791.4000244140625,764,0.007087026323590928,1799.02998046875,1793.658329264323,0.0031516821646561414,0.4164427292044707,True,False,HOLD
2021-09-15,1792.4000244140625,1792.4000244140625,1803.699951171875,1792.4000244140625,1803.699951171875,59,-0.006815496808666444,1799.3999816894532,1793.8349955240885,-0.003890161913205325,0.016932856740186596,True,False,HOLD
2021-09-16,1754.5999755859375,1754.5999755859375,1792.9000244140625,1743.9000244140625,1792.9000244140625,1645,-0.021089069578919428,1798.049981689453,1793.4733276367188,-0.024165071352849593,-1.1371803709278523,True,False,HOLD
2021-09-17,1749.4000244140625,1749.4000244140625,1763.0,1749.4000244140625,1758.800048828125,581,-0.0029636106487113123,1796.5099853515626,1792.9249938964845,-0.026223044303469903,-1.2980497196787735,True,False,HOLD
2021-09-20,1761.800048828125,1761.800048828125,1761.800048828125,1750.9000244140625,1751.800048828125,185,0.0070881583634456735,1795.5499877929688,1792.6949951171875,-0.018796435183811324,-0.9269463894614466,True,False,HOLD
2021-09-21,1776.0,1776.0,1776.0,1759.0,1762.199951171875,106,0.00805991076076995,1794.189990234375,1792.6849955240884,-0.01013827428164332,-0.4571884585683149,True,False,HOLD
2021-09-22,1776.699951171875,1776.699951171875,1784.300048828125,1767.0,1776.699951171875,17,0.000394116650830556,1792.7449890136718,1792.6366617838542,-0.008949983371937581,-0.4214215825123959,True,False,HOLD
2021-09-23,1747.699951171875,1747.699951171875,1766.800048828125,1738.199951171875,1766.800048828125,31,-0.01632239590082285,1790.719989013672,1792.3849934895834,-0.024023877605505676,-1.4361276034101738,False,True,HOLD
2021-09-24,1749.699951171875,1749.699951171875,1749.699951171875,1745.0,1749.699951171875,76,0.0011443611923540598,1788.594989013672,1792.0333251953125,-0.021746140451419777,-1.3181012474892955,False,True,HOLD
2021-09-27,1750.0,1750.0,1754.4000244140625,1747.5,1751.699951171875,808,0.00017148587557769268,1785.264990234375,1791.6016581217448,-0.019753364585806052,-1.2026125818434326,False,True,HOLD
2021-09-28,1735.800048828125,1735.800048828125,1741.699951171875,1726.800048828125,1739.5999755859375,15748,-0.00811425781249997,1781.6049926757812,1790.821659342448,-0.025709932356477096,-1.5776702263442597,False,True,HOLD
2021-09-29,1721.5,1721.5,1744.0999755859375,1721.4000244140625,1732.4000244140625,6634,-0.008238304197409896,1776.9299926757812,1789.6216593424479,-0.03119424676506938,-1.8644983221342788,False,True,HOLD
2021-09-30,1755.300048828125,1755.300048828125,1760.300048828125,1724.5,1725.5,997,0.019634068445033348,1774.0399963378907,1788.85166015625,-0.010563430107804845,-0.5247727019530849,False,True,HOLD
2021-10-01,1757.0,1757.0,1762.5999755859375,1748.5,1754.300048828125,2220,0.0009684675694106026,1771.4549987792968,1788.141660563151,-0.008159958220365585,-0.3627096720577443,False,True,HOLD
2021-10-04,1766.199951171875,1766.199951171875,1768.9000244140625,1749.5,1764.5,417,0.0052361702742600436,1768.2199951171874,1787.411659749349,-0.001142416639835889,0.09676502678995678,False,True,HOLD
2021-10-05,1759.5999755859375,1759.5999755859375,1764.300048828125,1749.0,1764.300048828125,98,-0.003736822425772557,1766.4049926757812,1786.646659342448,-0.0038524670831773977,-0.06747887497890341,False,True,HOLD
2021-10-06,1760.5,1760.5,1762.9000244140625,1744.699951171875,1759.300048828125,56,0.0005114937636678807,1764.8949951171876,1785.8316589355468,-0.0024902303702752393,0.033898117587810514,False,True,HOLD
2021-10-07,1757.9000244140625,1757.9000244140625,1762.4000244140625,1752.800048828125,1762.4000244140625,336,-0.0014768392990273105,1762.9199951171875,1784.724991861979,-0.002847531775139495,0.034844295917324165,False,True,HOLD
2021-10-08,1756.300048828125,1756.300048828125,1780.0,1754.199951171875,1757.0,254,-0.0009101630147998474,1761.2549987792968,1783.5233256022136,-0.002813306394932021,0.0661843768850436,False,True,HOLD
2021-10-11,1754.5999755859375,1754.5999755859375,1757.800048828125,1752.199951171875,1756.5999755859375,128,-0.0009679856487631033,1759.3849975585938,1782.524991861979,-0.0027197128424399546,0.09151715583190635,False,True,HOLD
2021-10-12,1758.300048828125,1758.300048828125,1768.0,1749.800048828125,1751.9000244140625,139,0.002108784505683081,1757.0650024414062,1781.6849934895833,0.0007029030713164726,0.3374915080361828,False,True,HOLD
2021-10-13,1793.699951171875,1793.699951171875,1794.5,1760.800048828125,1760.800048828125,150,0.020133026992374514,1757.1299987792968,1781.3983256022136,0.020812320328025748,1.6818666834764027,False,True,SELL
2021-10-14,1796.699951171875,1796.699951171875,1799.9000244140625,1792.0,1792.199951171875,337,0.0016725205339054305,1759.2349975585937,1781.294991048177,0.02129616206207464,1.658590943497295,False,True,SELL
2021-10-15,1767.199951171875,1767.199951171875,1795.4000244140625,1766.5999755859375,1794.5,874,-0.0164189908174478,1760.1249938964843,1780.664990234375,0.004019576620935596,0.5131459211738504,False,True,HOLD
2021-10-18,1764.800048828125,1764.800048828125,1770.0999755859375,1759.5,1761.5999755859375,266,-0.0013580253565299572,1760.2749938964844,1780.054990641276,0.0025706522829277477,0.4159806157116111,False,True,HOLD
2021-10-19,1769.699951171875,1769.699951171875,1785.0,1767.5,1777.5999755859375,51,0.002776463173266297,1759.9599914550781,1779.5716573079428,0.0055341938249085934,0.6044321124906026,False,True,HOLD
2021-10-20,1784.0999755859375,1784.0999755859375,1785.5999755859375,1774.0,1774.5999755859375,127,0.00813698638830096,1760.3299926757813,1779.314990234375,0.013503140325425409,1.1048571909968723,False,True,HOLD
2021-10-21,1781.199951171875,1781.199951171875,1785.699951171875,1781.0,1782.0,146,-0.0016254831308486484,1762.0049926757813,1779.009989420573,0.010893816178661466,0.9139878091993742,False,True,HOLD
2021-10-22,1795.5,1795.5,1806.9000244140625,1784.0,1787.0999755859375,532,0.008028323164233742,1764.2949951171875,1778.414990234375,0.017686954261716226,1.3461087507078828,False,True,HOLD
2021-10-25,1806.0,1806.0,1809.0,1794.0,1794.300048828125,140,0.005847953216374213,1767.0949951171874,1778.304990641276,0.022016363008391947,1.573496285321741,False,True,SELL
2021-10-26,1792.699951171875,1792.699951171875,1808.800048828125,1788.5999755859375,1808.800048828125,359,-0.007364368121885345,1769.939990234375,1777.8816569010417,0.01285917096798637,0.9786097280060404,False,True,HOLD
2021-10-27,1797.9000244140625,1797.9000244140625,1798.0999755859375,1791.5,1791.5,543,0.0029006935816493495,1773.759991455078,1777.6783243815105,0.013609526133905803,1.0033853344670378,False,True,HOLD
2021-10-28,1801.5999755859373,1801.5999755859373,1807.300048828125,1795.5,1795.5,452,0.002057929318445062,1776.0749877929688,1777.529990641276,0.014371571002577395,1.0270952235240765,False,True,HOLD
2021-10-29,1783.0,1783.0,1797.0,1774.5999755859375,1793.0999755859375,583,-0.01032414289408945,1777.3749877929688,1777.1616577148438,0.003164786410106956,0.3263441854702368,True,False,HOLD
2021-11-01,1795.0999755859375,1795.0999755859375,1795.0999755859375,1786.699951171875,1787.5,142,0.0067863015064146825,1778.8199890136718,1777.7466573079428,0.009152127068963662,0.6708639502567182,True,False,HOLD
2021-11-02,1788.699951171875,1788.699951171875,1795.5,1787.699951171875,1790.5,213,-0.0035652746371263033,1780.2749877929687,1778.8349894205728,0.004732394397873827,0.3646453743844201,True,False,HOLD
2021-11-03,1763.5999755859375,1763.5999755859375,1768.0,1761.800048828125,1768.0,108,-0.014032524331145213,1780.4299865722655,1779.4149881998699,-0.009452778886705706,-0.6593911130905581,True,False,HOLD
2021-11-04,1793.0,1793.0,1798.199951171875,1776.199951171875,1776.5999755859375,103,0.0166704608874213,1782.1849853515625,1780.1249877929688,0.0060684018423059665,0.4199748081887712,True,False,HOLD
2021-11-05,1816.4000244140625,1816.4000244140625,1817.0999755859373,1794.9000244140625,1794.9000244140625,239,0.013050766544373982,1785.1899841308593,1781.2483215332031,0.017482755651017246,1.2228899045569384,True,False,HOLD
2021-11-08,1827.4000244140625,1827.4000244140625,1827.4000244140625,1816.9000244140625,1817.0,261,0.006055934734722435,1788.8299865722656,1782.1183227539063,0.021561600672685678,1.4671085849658634,True,False,HOLD
2021-11-09,1830.199951171875,1830.199951171875,1832.699951171875,1820.699951171875,1826.0999755859373,170,0.001532191485392076,1792.424981689453,1782.8399881998698,0.02107478408765376,1.3815220138135698,True,False,HOLD
2021-11-10,1847.5999755859373,1847.5999755859373,1865.0,1824.9000244140625,1825.800048828125,795,0.009507171280887183,1795.1199829101563,1783.883321126302,0.029234810583916016,1.8737972396311016,True,False,HOLD
